store_id,store_name,addr_id,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,store,longitude,latitude
st_181687,FAMILY DOLLAR STORE 317,A145673,312,4th Ave NW,NA,Attalla,AL,35954,Combination Grocery/Other,2,Small retail,4,Family Dollar,-86.08975,34.02113
st_191895,Family Dollar Store 4151,A146233,314,Business Park Dr,NA,Chino Valley,AZ,86323,Combination Grocery/Other,2,Small retail,4,Family Dollar,-112.45363,34.76951
st_179527,Family Dollar Store 2461,A145262,3145,Canton Pike,NA,Hopkinsville,KY,42240,Combination Grocery/Other,2,Small retail,4,Family Dollar,-87.51619,36.86046
st_190671,Family Dollar 2659,A045528,316,Cornelia St,NA,Plattsburgh,NY,12901,Combination Grocery/Other,2,Small retail,4,Family Dollar,-73.47787,44.69748
st_185632,Family Dollar Store 7982,A148605,3166,County Rd,NA,Middleburg,FL,32068,Combination Grocery/Other,2,Small retail,4,Family Dollar,-81.75658,30.09515
st_188860,Family Dollar Store 6880,A147912,3125,E Beaver Creek Rd,NA,Rimrock,AZ,86335,Combination Grocery/Other,2,Small retail,4,Family Dollar,-111.79622,34.6413
st_197775,Family Dollar 3881,A142249,313,E Chestnut St,NA,Mifflinburg,PA,17844,Combination Grocery/Other,2,Small retail,4,Family Dollar,-77.02825,40.92432
st_186866,Family Dollar Store 1149,A144504,316,E Downing St,NA,Tahlequah,OK,74464,Combination Grocery/Other,2,Small retail,4,Family Dollar,-94.96571,35.91533
st_189654,Family Dollar Store 7366,A148192,314,E Hamlett St,NA,Pinetops,NC,27864,Combination Grocery/Other,2,Small retail,4,Family Dollar,-77.63414,35.78973
st_177800,Family Dollar Store 4018,A146156,316,E Johnson Ave,NA,Jonesboro,AR,72401,Combination Grocery/Other,2,Small retail,4,Family Dollar,-90.70229,35.84537
st_182151,FAMILY DOLLAR STORE 1672,A029003,3136,E Kivett Dr,NA,High Point,NC,27260,Combination Grocery/Other,2,Small retail,4,Family Dollar,-79.95252,35.96388
st_194520,Family Dollar 3914,A142263,315,E Southern Ave,NA,Mesa,AZ,85210,Combination Grocery/Other,2,Small retail,4,Family Dollar,-111.82444,33.39328
st_193420,Family Dollar Store 6397,A147611,311,F St,NA,Rupert,ID,83350,Combination Grocery/Other,2,Small retail,4,Family Dollar,-113.67509,42.61441
